id	disciplina
422	5A.13 - CONTABILIDADE SOCIETÁRIA
423	5A.13 - CONTABILIDADE SOCIAL E AMBIENTAL
424	5A.13 - SISTEMAS DE INFORMAÇÕES GERENCIAIS
425	5A.13 - CONTABILIDADE GERENCIAL
426	CENTRAL DA INSTITUIÇÃO
427	1A.34 - FUNDAMENTOS DA ENGENHARIA
428	1A.34 - LÓGICA MATEMÁTICA E ALGORITMOS
429	1A.34 - FUNDAMENTOS DE CÁLCULO
430	1A.34 - PROJETO INTEGRADOR: EXPRESSÃO GRÁFICA
431	1A.34 - QUÍMICA TECNOLÓGICA
432	1A.14 - ECONOMIA APLICADA AOS NEGÓCIOS
433	1A.14 - FUNDAMENTOS DA ADMINISTRAÇÃO
434	1A.14 - PROJETO INTEGRADOR: O PAPEL E FUNÇÃO DO ADMINISTRADOR NAS ORGANIZAÇÕES
435	1A.14 - FUNDAMENTOS DA CONTABILIDADE
436	1A.14 - MATEMÁTICA
437	2A.14 - FUNDAMENTOS DA CONTABILIDADE
438	2A.14 - FUNDAMENTOS DA ADMINISTRAÇÃO
439	2A.14 - ECONOMIA APLICADA AOS NEGÓCIOS
440	2A.14 - PROJETO INTEGRADOR: O PAPEL E FUNÇÃO DO ADMINISTRADOR NAS ORGANIZAÇÕES
441	2A.14 - MATEMÁTICA
442	3A.14 - GESTÃO DE PESSOAS E EQUIPE
443	3A.14 - CONTABILIDADE E GESTÃO DE CUSTOS
444	3A.14 - ESTATÍSTICA E CONTROLE DE PROCESSOS
445	3A.14 - METODOLOGIA CIENTÍFICA E PESQUISA
446	3A.14 - PROJETO INTEGRADOR:  GESTÃO DA INOVAÇÃO E STARTUP
447	1A.15 - FUNDAMENTOS DE TECNOLOGIA DA INFORMAÇÃO
448	1A.15 - DESENVOLVIMENTO WEB E JOGOS
449	1A.15 - FUNDAMENTOS DA MATEMÁTICA
450	1A.15 - FUNDAMENTOS DA ADMINISTRAÇÃO
451	1A.15 - PROJETO INTEGRADOR: TENDÊNCIAS E INOVAÇÃO EM TECNOLOGIA DA INFORMAÇÃO
452	2A.15 - FUNDAMENTOS DE TECNOLOGIA DA INFORMAÇÃO
453	2A.15 - FUNDAMENTOS DA MATEMÁTICA
454	2A.15 - DESENVOLVIMENTO WEB E JOGOS
455	2A.15 - PROJETO INTEGRADOR: TENDÊNCIAS E INOVAÇÃO EM TECNOLOGIA DA INFORMAÇÃO
456	2A.15 - FUNDAMENTOS DA ADMINISTRAÇÃO
457	3A.15 - REDES DE COMPUTADORES
458	3A.15 - METODOLOGIA CIENTÍFICA E PESQUISA
459	3A.15 - PROJETO INTEGRADOR: LABORATÓRIO DE BANCO DE DADOS
460	3A.15 - ESTRUTURA DE DADOS
461	3A.15 - PROGRAMAÇÃO ORIENTADA A OBJETO
462	1A.39 - SOCIOLOGIA E ANTROPOLOGIA URBANA
463	1A.39 - ATELIÊ INTEGRADO - ARQUITETURA E URBANISMO: FUNDAMENTOS
464	1A.39 - DESENHO E FORMA GEOMÉTRICA
465	1A.39 - HISTÓRA DA ARQUITETURA E DAS ARTES: ANTIGUIDADE AO SÉCULO 18
466	1A.39 - MEIOS DE EXPRESSÃO E COMUNICAÇÃO VISUAL
467	1D.39 - DESENHO E FORMA GEOMÉTRICA
468	1D.39 - ATELIÊ INTEGRADO - ARQUITETURA E URBANISMO: FUNDAMENTOS
469	1D.39 - MEIOS DE EXPRESSÃO E COMUNICAÇÃO VISUAL
470	1D.39 - HISTÓRA DA ARQUITETURA E DAS ARTES: ANTIGUIDADE AO SÉCULO 18
471	1D.39 - SOCIOLOGIA E ANTROPOLOGIA URBANA
472	2A.39 - SOCIOLOGIA E ANTROPOLOGIA URBANA
473	2A.39 - HISTÓRA DA ARQUITETURA E DAS ARTES: ANTIGUIDADE AO SÉCULO 18
474	2A.39 - DESENHO E FORMA GEOMÉTRICA
475	2A.39 - ATELIÊ INTEGRADO - ARQUITETURA E URBANISMO: FUNDAMENTOS
476	2A.39 - MEIOS DE EXPRESSÃO E COMUNICAÇÃO VISUAL
477	3A.39 - SOL E ARQUITETURA
478	3A.39 - ATELIÊ INTEGRADO - PROJETO ARQUITETÔNICO: O CONTEXTO
479	3A.39 - HISTÓRIA DA ARQUITETURA E DAS ARTES: SÉCULOS XIX, XX E MOVIMENTO MODERNO
480	3A.39 - METODOLOGIA CIENTÍFICA E PESQUISA
481	3A.39 - COMPUTAÇÃO GRAFICA
482	1A.27 - BIOLOGIA CELULAR
483	1A.27 - ANATOMIA HUMANA
484	1A.27 - BIOQUÍMICA
485	1A.27 - FUNDAMENTOS DE BIOMEDICINA E BIOSSEGURANÇA
486	1A.27 - PROJETO INTEGRADOR: SAÚDE E COMUNIDADE
487	2A.27 - PROJETO INTEGRADOR: SAÚDE E COMUNIDADE
488	2A.27 - FUNDAMENTOS DE BIOMEDICINA E BIOSSEGURANÇA
489	2A.27 - BIOQUÍMICA
490	2A.27 - ANATOMIA HUMANA
491	2A.27 - BIOLOGIA CELULAR
492	3A.27 - METODOLOGIA CIENTÍFICA E PESQUISA
493	3A.27 - PROJETO INTEGRADOR: ESTUDO SOCIODEMOGRÁFICO DAS ENFERMIDADES
494	3A.27 - MECANISMO DE AGRESSÃO E DEFESA
495	3A.27 - PSICOLOGIA APLICADA À SAÚDE
496	3A.27 - PATOLOGIA
497	1A.13 - FUNDAMENTOS DA ADMINISTRAÇÃO
498	1A.13 - MATEMÁTICA
499	1A.13 - FUNDAMENTOS DA CONTABILIDADE
500	1A.13 - PROJETO INTEGRADOR: O PAPEL E FUNÇÃO DO CONTADOR NAS ORGANIZAÇÕES 
501	1A.13 - ECONOMIA APLICADA AOS NEGÓCIOS
502	2A.13 - PROJETO INTEGRADOR: O PAPEL E FUNÇÃO DO CONTADOR NAS ORGANIZAÇÕES 
503	2A.13 - FUNDAMENTOS DA ADMINISTRAÇÃO
504	2A.13 - ECONOMIA APLICADA AOS NEGÓCIOS
505	2A.13 - MATEMÁTICA
506	2A.13 - FUNDAMENTOS DA CONTABILIDADE
507	3A.13 - CONTABILIDADE E GESTÃO DE CUSTOS
508	3A.13 - METODOLOGIA CIENTÍFICA E PESQUISA
509	3A.13 - GESTÃO DE PESSOAS E EQUIPE
510	3A.13 - ESTATÍSTICA E CONTROLE DE PROCESSOS
511	3A.13 - PROJETO INTEGRADOR: GESTÃO DA INOVAÇÃO E STARTUP
512	1D.17 - PROJETO INTEGRADOR: COMUNICAÇÃO JURÍDICA
513	1D.17 - DIREITO PRIVADO (CIVIL I E FATOS JURÍDICOS)
514	1D.17 - HISTÓRIA DO DIREITO E FILOSOFIA JURÍDICA
515	1D.17 - INTRODUÇÃO AO ESTUDO DO DIREITO
516	1D.17 - CIÊNCIA POLÍTICA 
517	2A.17 - PROJETO INTEGRADOR: COMUNICAÇÃO JURÍDICA
518	2A.17 - INTRODUÇÃO AO ESTUDO DO DIREITO
519	2A.17 - DIREITO PRIVADO (CIVIL I E FATOS JURÍDICOS)
520	2A.17 - CIÊNCIA POLÍTICA 
521	2A.17 - HISTÓRIA DO DIREITO E FILOSOFIA JURÍDICA
522	2D.17 - CIÊNCIA POLÍTICA 
523	2D.17 - PROJETO INTEGRADOR: COMUNICAÇÃO JURÍDICA
524	2D.17 - DIREITO PRIVADO (CIVIL I E FATOS JURÍDICOS)
525	2D.17 - INTRODUÇÃO AO ESTUDO DO DIREITO
526	2D.17 - HISTÓRIA DO DIREITO E FILOSOFIA JURÍDICA
527	3A.17 - TEORIA GERAL DO PROCESSO
528	3A.17 - METODOLOGIA CIENTÍFICA E PESQUISA
529	3A.17 - TEORIA GERAL DA PENA
530	3A.17 - PROJETO INTEGRADOR: DIREITO CONSTITUCIONAL
531	3A.17 - DIREITO DAS OBRIGAÇÕES E RESP. CIVIL
532	3D.17 - TEORIA GERAL DA PENA
533	3D.17 - DIREITO DAS OBRIGAÇÕES E RESP. CIVIL
534	3D.17 - PROJETO INTEGRADOR: DIREITO CONSTITUCIONAL
535	3D.17 - METODOLOGIA CIENTÍFICA E PESQUISA
536	3D.17 - TEORIA GERAL DO PROCESSO
537	2A.34 - FUNDAMENTOS DE CÁLCULO
538	2A.34 - FUNDAMENTOS DA ENGENHARIA
539	2A.34 - PROJETO INTEGRADOR: EXPRESSÃO GRÁFICA
540	2A.34 - LÓGICA MATEMÁTICA E ALGORITMOS
541	2A.34 - QUÍMICA TECNOLÓGICA
542	3A.34 - METODOLOGIA CIENTÍFICA E PESQUISA
543	3A.34 - RESISTÊNCIA DOS MATERIAIS
544	3A.34 - FENÔMENOS DE TRANSPORTE
545	3A.34 - PROJETO INTEGRADOR: GESTÃO AMBIENTAL
546	5A.34 - HIPERESTÁTICA
547	5A.34 - TOPOGRAFIA
548	5A.34 - GEOLOGIA DE ENGENHARIA
549	5A.34 - FENÔMENOS DOS TRANSPORTES
550	5A.34 - RESISTÊNCIA DOS MATERIAIS
551	7A.34 - INSTALAÇÕES PREDIAIS ELÉTRICAS
552	7A.34 - TÉCNICAS DE CONSTRUÇÃO CIVIL
553	7A.34 - FUNDAMENTOS DE CONCRETO ARMADO
554	7A.34 - ORÇAMENTO E PLANEJAMENTO DE OBRAS
555	7A.34 - ESTRUTURAS DE MADEIRA
556	7A.34 - MECÂNICA DOS SOLOS APLICADO À ENGENHARIA CIVIL
557	9A.34 - SISTEMAS ESTRUTURAIS EM MADEIRA E AÇO
558	9A.34 - MECÂNICA DOS SOLOS II
559	9A.34 - ESTÁGIO SUPERVISIONADO I
560	9A.34 - SISTEMA DE ABASTECIMENTO
561	9A.34 - SISTEMA DE ESGOTO E DRENAGEM
562	9A.34 - ENGENHARIA DE TRANSPORTE
563	1A.35 - COMPONENTE CURRICULAR
564	1A.35 - QUÍMICA TECNOLÓGICA
565	1A.35 - FUNDAMENTOS DA ENGENHARIA
566	1A.35 - PROJETO INTEGRADOR: EXPRESSÃO GRÁFICA
567	1A.35 - LÓGICA MATEMÁTICA E ALGORITMOS
568	1A.35 - FUNDAMENTOS DE CÁLCULO
569	9A.35 - GESTÃO DE PESSOAS E ORGANIZAÇÃO DO TRABALHO
570	9A.35 - ESTÁGIO SUPERVISIONADO I
571	9A.35 - ELETRICIDADE
572	9A.35 - ÉTICA E RESPONSABILIDADE SOCIAL
573	9A.35 - ORGANIZAÇÃO INDUSTRIAL 
574	1A.20 - SOCIOLOGIA
575	1A.20 - PROJETO INTEGRADOR: EDUCAÇÃO DE QUALIDADE: O USO DE NOVAS TECNOLOGIAS 
576	1A.20 - PSICOLOGIA DO DESENVOLVIMENTO: INFÂNCIA AO ENVELHECIMENTO 
577	1A.20 - COMPONENTE CURRICULAR
578	1A.20 - LEGISLAÇÃO E POLÍTICAS EDUCACIONAIS
579	1A.20 - HISTÓRIA DA EDUCAÇÃO
580	5A.20 - LABORATÓRIO DE LÍNGUA INGLESA: COMPREENSÃO ORAL
581	5A.20 - ESTÁGIO SUPERVISIONADO I: OBSERVAÇÃO LÍNGUA PORTUGUESA
582	5A.20 - PSICOLOGIA DO DESENVOLVIMENTO
583	5A.20 - ESTÁGIO SUPERVISIONADO II: OBSERVAÇÃO LÍNGUA INGLESA
584	5A.20 - LÍNGUA PORTUGUESA: SINTAXE DO PERÍODO COMPOSTO
585	5A.20 - LÍNGUA INGLESA: FONÉTICA E FONOLOGIA
586	5A.20 - LITERATURA BRASILEIRA: REALISMO
587	7A.20 - ESTÁGIO SUPERVISIONADO VI: REGÊNCIA NO ENSINO MÉDIO LÍNGUA INGLESA
588	7A.20 - ANÁLISE DO DISCURSO
589	7A.20 - PRÁTICA PEDAGÓGICA: PROJETOS DE ENSINO
590	7A.20 - ESTÁGIO SUPERVISIONADO V: REGÊNCIA NO ENSINO MÉDIO LÍNGUA PORTUGUESA
591	7A.20 - LÍNGUA PORTUGUESA: ESTILÍSTICA
592	7A.20 - LÍNGUA INGLESA: MORFOSSINTAXE
593	7A.20 - POLÍTICAS E ORGANIZAÇÃO DO ENSINO FUNDAMENTAL E MÉDIO
594	7A.20 - LITERATURA BRASILEIRA: MODERNISMO
595	1A.36 - BIOQUÍMICA
596	1A.36 - ANATOMIA HUMANA
597	1A.36 - QUÍMICA GERAL E ANALÍTICA
598	1A.36 - PROJETO INTEGRADOR: SAÚDE E COMUNIDADE
599	1A.36 - BIOLOGIA CELULAR
600	1D.36 - QUÍMICA GERAL E ANALÍTICA
601	1D.36 - PROJETO INTEGRADOR: SAÚDE E COMUNIDADE
602	1D.36 - BIOQUÍMICA
603	1D.36 - BIOLOGIA CELULAR
604	1D.36 - ANATOMIA HUMANA
605	2A.36 - BIOLOGIA CELULAR
606	2A.36 - QUÍMICA GERAL E ANALÍTICA
607	2A.36 - ANATOMIA HUMANA
608	2A.36 - BIOQUÍMICA
609	2A.36 - PROJETO INTEGRADOR: SAÚDE E COMUNIDADE
610	3A.36 - PROJETO INTEGRADOR: O CORPO HUMANO E O AMBIENTE
611	3A.36 - SISTEMAS DE AGRESSÃO E DEFESA
612	3A.36 - METODOLOGIA CIENTÍFICA E PESQUISA
613	3A.36 - PSICOLOGIA APLICADA À SAÚDE
614	3A.36 - PATOLOGIA
615	5A.36 - NUTRIÇÃO EM SAÚDE COLETIVA
616	5A.36 - DIETOTERAPIA NAS DOENÇAS CRÔNICAS
617	5A.36 - SOCIOLOGIA
618	5A.36 - PLANEJAMENTO E GESTÃO DE UNIDADES DE ALIMENTAÇÃO E NUTRIÇÃO
619	5A.36 - PATOLOGIA DOS SISTEMAS
620	7A.36 - ESTÁGIO SUPERVISIONADO EM NUTRIÇÃO CLÍNICA
621	7A.36 - ANÁLISES BROMATOLÓGICAS
622	7A.36 - MARKETING EM NUTRIÇÃO
623	7A.36 - ESTÁGIO SUPERVISIONADO EM NUTRIÇÃO EM SAÚDE COLETIVA
624	7A.36 - ESTÁGIO SUPERVISIONADO EM NUTRIÇÃO EM ALIMENTAÇÃO COLETIVA
625	1A.11 - HISTÓRIA DA EDUCAÇÃO
626	1A.11 - SOCIOLOGIA
627	1A.11 - PRÁTICA INTEGRADORA: EDUCAÇÃO DE QUALIDADE: O USO DE NOVAS TECNOLOGIAS
628	1A.11 - LEGISLAÇÃO E POLÍTICAS EDUCACIONAIS
629	1A.11 - ATIVIDADES TEÓRICO-PRÁTICAS DE APROFUNDAMENTO
630	1A.11 - PSICOLOGIA DO DESENVOLVIMENTO: INFÂNCIA AO ENVELHECIMENTO 
631	2A.11 - PSICOLOGIA DO DESENVOLVIMENTO: INFÂNCIA AO ENVELHECIMENTO 
632	2A.11 - ATIVIDADES TEÓRICO-PRÁTICAS DE APROFUNDAMENTO
633	2A.11 - SOCIOLOGIA
634	2A.11 - LEGISLAÇÃO E POLÍTICAS EDUCACIONAIS
635	2A.11 - PRÁTICA INTEGRADORA: EDUCAÇÃO DE QUALIDADE: O USO DE NOVAS TECNOLOGIAS
636	2A.11 - HISTÓRIA DA EDUCAÇÃO
637	3A.11 - PSICOLOGIA DA EDUCAÇÃO E DA APRENDIZAGEM
638	3A.11 - ALFABETIZAÇÃO E LETRAMENTO
639	3A.11 - PRÁTICA INTEGRADORA: ARTE E EDUCAÇÃO: FORMAÇÃO HUMANA
640	3A.11 - METODOLOGIA CIENTÍFICA E PESQUISA
641	3A.11 - LUDICIDADE: JOGOS, BRINQUEDOS E BRINCADEIRAS INFANTIS
642	5A.11 - METODOLOGIA DO ENSINO DA LÍNGUA PORTUGUESA
643	5A.11 - METODOLOGIA DO ENSINO DAS CIÊNCIAS NATURAIS
644	5A.11 - LIBRAS – LÍNGUA BRASILEIRA DE SINAIS
645	5A.11 - DIVERSIDADE E INCLUSÃO
646	5A.11 - METODOLOGIA DO ENSINO DE MATEMÁTICA
647	7A.11 - POLÍTICAS PÚBLICAS EM EDUCAÇÃO
648	7A.11 - PRÁTICA PEDAGÓGICA EM INSTITUIÇÕES NÃO ESCOLARES
649	7A.11 - PRÁTICAS PEDAGÓGICAS NOS ANOS INICIAIS DO ENSINO FUNDAMENTAL
650	7A.11 - ORGANIZAÇÃO DO TRABALHO PEDAGÓGICO
651	7A.11 - FUNDAMENTOS DA EDUCAÇÃO À DISTÂNCIA
652	7A.11 - TECNOLOGIA EM EDUCAÇÃO
653	7A.11 - ESTÁGIO SUPERVISIONADO II
654	1A.22 - PROJETO INTEGRADOR: FUNDAMENTOS DA PSICOLOGIA
655	1A.22 - PSICOLOGIA DO DESENVOLVIMENTO: INFÂNCIA E ADOLESCÊNCIA
656	1A.22 - FILOSOFIA, DIREITOS HUMANOS E ÉTICA
657	1A.22 - NEUROANATOMOFISIOLOGIA
658	1A.22 - PSICOLOGIA: HISTÓRIA, CIÊNCIA E PROFISSÃO
659	1D.22 - PSICOLOGIA: HISTÓRIA, CIÊNCIA E PROFISSÃO
660	1D.22 - PSICOLOGIA DO DESENVOLVIMENTO: INFÂNCIA E ADOLESCÊNCIA
661	1D.22 - NEUROANATOMOFISIOLOGIA
662	1D.22 - PROJETO INTEGRADOR: FUNDAMENTOS DA PSICOLOGIA
663	1D.22 - FILOSOFIA, DIREITOS HUMANOS E ÉTICA
664	2A.22 - NEUROANATOMOFISIOLOGIA
665	2A.22 - FILOSOFIA, DIREITOS HUMANOS E ÉTICA
666	2A.22 - PSICOLOGIA DO DESENVOLVIMENTO: INFÂNCIA E ADOLESCÊNCIA
667	2A.22 - PROJETO INTEGRADOR: FUNDAMENTOS DA PSICOLOGIA
668	2A.22 - PSICOLOGIA: HISTÓRIA, CIÊNCIA E PROFISSÃO
669	2D.22 - PSICOLOGIA: HISTÓRIA, CIÊNCIA E PROFISSÃO
670	2D.22 - NEUROANATOMOFISIOLOGIA
671	2D.22 - FILOSOFIA, DIREITOS HUMANOS E ÉTICA
672	2D.22 - PSICOLOGIA DO DESENVOLVIMENTO: INFÂNCIA E ADOLESCÊNCIA
673	2D.22 - PROJETO INTEGRADOR: FUNDAMENTOS DA PSICOLOGIA
674	3A.22 - PSICOLOGIA EXPERIMENTAL: TEORIA E PRÁTICA
675	3A.22 - ESTÁGIO BÁSICO I
676	3A.22 - PSICOLOGIA SOCIAL E COMUNITÁRIA
677	3A.22 - METODOLOGIA CIENTÍFICA E PESQUISA
678	3A.22 - PSICOLOGIA E EDUCAÇÃO
679	3A.22 - PROJETO INTEGRADOR: TRANSTORNOS DO DESENVOLVIMENTO DA INFÂNCIA E ADOLESCÊNCIA E PROCESSOS INCLUSIVOS
680	3D.22 - PSICOLOGIA EXPERIMENTAL: TEORIA E PRÁTICA
681	3D.22 - PSICOLOGIA E EDUCAÇÃO
682	3D.22 - PROJETO INTEGRADOR: TRANSTORNOS DO DESENVOLVIMENTO DA INFÂNCIA E ADOLESCÊNCIA E PROCESSOS INCLUSIVOS
683	3D.22 - PSICOLOGIA SOCIAL E COMUNITÁRIA
684	3D.22 - ESTÁGIO BÁSICO I
685	3D.22 - METODOLOGIA CIENTÍFICA E PESQUISA
686	5A.22 - PSICOLOGIA ESCOLAR
687	5A.22 - TEORIA E TÉCNICA PSICOTERÁPICA COMPORTAMENTAL COGNITIVA
688	5A.22 - TEORIA E TÉCNICA PSICOTERÁPICA COMPORTAMENTAL
689	5A.22 - PSICOLOGIA E PROCESSOS INCLUSIVOS
690	5A.22 - PSICOLOGIA DA PERSONALIDADE: PÓS-FREUDIANA
691	5A.22 - ESTRUTURAS E DINÂMICA DE GRUPO
692	5A.22 - ESTÁGIO BÁSICO: PSICOLOGIA SOCIAL COMUNITÁRIA
693	5D.22 - ESTÁGIO BÁSICO: PSICOLOGIA SOCIAL COMUNITÁRIA
694	5D.22 - ESTRUTURAS E DINÂMICA DE GRUPO
695	5D.22 - PSICOLOGIA DA PERSONALIDADE: PÓS-FREUDIANA
696	5D.22 - PSICOLOGIA ESCOLAR
697	5D.22 - TEORIA E TÉCNICA PSICOTERÁPICA COMPORTAMENTAL
698	5D.22 - PSICOLOGIA E PROCESSOS INCLUSIVOS
699	5D.22 - TEORIA E TÉCNICA PSICOTERÁPICA COMPORTAMENTAL COGNITIVA
700	7A.22 - PSICOLOGIA E POLÍTICAS PÚBLICAS EM SAÚDE
701	7A.22 - PSICOLOGIA ORGANIZACIONAL
702	7A.22 - PSICOMETRIA
703	7A.22 - PSICOLOGIA DO ESPORTE
704	7A.22 - PSICOPATOLOGIA DOS TRANSTORNOS MENTAIS
705	7A.22 - TÉCNICA DE EXAMES PSICOLÓGICO: TÉCNICAS PROJETIVAS
706	9A.22 - TÓPICOS ESPECIAIS EM POLÍTICAS PÚBLICAS
707	9A.22 - AVALIAÇÃO PSICOLÓGICA 
708	9A.22 - ESTÁGIO PROFISSIONAL II 
709	9A.22 - PSICOLOGIA HOSPITALAR
710	9A.22 - PSICOFARMACOLOGIA
711	9A.22 - PSICOLOGIA SOCIEDADE E INCLUSÃO
712	7A.15 - COMPUTAÇÃO GRAFICA
713	7A.15 - ESTÁGIO SUPERVISIONADO I
714	7A.15 - SEGURANÇA E AUDITORIA DE SISTEMAS
715	7A.15 - PESQUISA OPERACIONAL
716	7A.15 - CONTABILIDADE E FINANÇAS
